company_id,company_name,city,registration_date,revenue,net_profit,authorized_capital,inn,contracts_count,customer_sum,supplier_sum,inspections_count,inspections_violations,inspections_knm,plaintiff_cases,defendant_cases,licenses_count,trademarks_count,branches_count,representatives_count,property_form_numeric,company_type_numeric
1137746552525-tekhindustriya,"""ТЕХИНДУСТРИЯ""",Москва,2013-06-28,28300000.0,36000.0,10000.0,7735594963.0,6.0,0.0,7500000.0,5.0,1.0,2.0,2.0,1.0,5.0,,,,11.0,2
1145010003126-diamant,"""ДИАМАНТ""",Дубна,2014-10-15,47600000.0,-4900000.0,35000.0,5010048900.0,3.0,0.0,18600000.0,0.0,0.0,3.0,1.0,0.0,1.0,,,,11.0,2
1197847162798-profmetrika,"""ПРОФМЕТРИКА""",Санкт-Петербург,2019-08-06,59400000.0,5200000.0,100000.0,7801669854.0,2.0,0.0,1100000.0,,,,,,,,,,11.0,2
1211600017067-pf-gidrodinamika,"ПФ ""ГИДРОДИНАМИКА""",Набережные Челны,2021-03-03,37800000.0,22000.0,10000.0,1650399955.0,,,,,,,0.0,8.0,,,,,11.0,2
1041200420470-mayak,"""МАЯК""",Йошкар-Ола,2004-07-23,47200000.0,14100000.0,20000.0,1215096343.0,7.0,0.0,2700000.0,0.0,0.0,1.0,6.0,0.0,,1.0,,,11.0,2
1161690112792-kamtekhavtomatika,"""КАМТЕХАВТОМАТИКА""",Набережные Челны,2016-06-09,47800000.0,2400000.0,10000.0,1650332277.0,,,,,,,,,,,,,11.0,2
1167847051800-npp-ferrit,"""НПП ""ФЕРРИТ""",Санкт-Петербург,2016-01-12,26100000.0,3600000.0,12000.0,7810422719.0,7.0,0.0,27300000.0,,,,,,,,,,11.0,2
1025005116839-rpz,"""РПЗ""",Раменское,2001-07-02,,,235000.0,5040001426.0,791.0,7600000000.0,820600000.0,26.0,13.0,13.0,47.0,86.0,13.0,1.0,,,6.0,1
1106658009677-ehlekomservis,"""ЭЛЕКОМСЕРВИС""",Екатеринбург,2010-07-06,61200000.0,3100000.0,235000.0,6658363452.0,1.0,0.0,291700.0,0.0,0.0,4.0,2.0,0.0,,1.0,,,11.0,2
1137746516445-alfa-dinamika,"""АЛЬФА-ДИНАМИКА""",Москва,2013-06-18,45000000.0,4200000.0,12000.0,7701362153.0,,,,,,,,,,5.0,,,11.0,2
1162468120209-krasvesprom,"""КРАСВЕСПРОМ""",Красноярск,2016-11-22,23400000.0,11400000.0,10000.0,2462051652.0,,,,0.0,0.0,1.0,,,,,,,11.0,2
1147447014120-sb-mekhaniks-grup,"""СБ-МЕХАНИКС ГРУП""",Челябинск,2014-12-02,37000000.0,433000.0,10000.0,7447246141.0,1.0,0.0,706300.0,1.0,0.0,0.0,1.0,6.0,,,,,11.0,2
1021801143374-iehmz-kupol,"""ИЭМЗ ""КУПОЛ""",Ижевск,2002-04-23,,,235000.0,1831083343.0,3827.0,40300000000.0,486600000.0,135.0,77.0,275.0,209.0,28.0,37.0,7.0,3.0,0.0,4.0,1
1057747333896-omega-treyd,"""ОМЕГА-ТРЕЙД""",Москва,2005-06-28,15900000.0,169000.0,100000.0,7705670960.0,2.0,0.0,11100000.0,,,,5.0,2.0,,,,,11.0,2
1197746179476-sorb-innova,"""СОРБ ИННОВА""",Москва,2019-03-11,24800000.0,3600000.0,100000.0,9731032928.0,,,,,,,0.0,1.0,,,,,11.0,2
1197746182853-monitron,"""МОНИТРОН""",Москва,2019-03-12,45800000.0,5600000.0,10000.0,7716933811.0,,,,0.0,0.0,1.0,1.0,5.0,,1.0,,,11.0,2
1026104370951-pyezoehlektrik,"""ПЬЕЗОЭЛЕКТРИК""",Ростов-На-Дону,1992-07-22,27600000.0,3800000.0,235000.0,6168010514.0,5.0,0.0,13400000.0,1.0,1.0,0.0,4.0,6.0,,,,,4.0,2
1027806064571-kotlin-novator,"""КОТЛИН-НОВАТОР""",Санкт-Петербург,1998-12-18,,,235000.0,7811075899.0,13.0,0.0,401200000.0,14.0,3.0,8.0,8.0,1.0,2.0,3.0,,,11.0,1
1037402547005-chelyabniikontrol,"""ЧЕЛЯБНИИКОНТРОЛЬ""",Челябинск,2003-04-23,30600000.0,2300000.0,10000.0,7448055679.0,,,,,,,4.0,0.0,,,,,11.0,0
1167847224192-ehlektron-pribor,"""ЭЛЕКТРОН ПРИБОР""",Санкт-Петербург,2016-05-18,70200000.0,1900000.0,10000.0,7840051660.0,,,,0.0,0.0,1.0,,,,,,,11.0,2
1157847286740-specavtomatika,"""СПЕЦАВТОМАТИКА""",Санкт-Петербург,2015-08-21,40500000.0,10400000.0,10000.0,7801287397.0,,,,,,,0.0,1.0,,,,,11.0,2
1057746674611-skb-is-centr,"""СКБ ИС ЦЕНТР""",Москва,2005-04-13,43800000.0,735000.0,10000.0,7719550334.0,7.0,0.0,1100000.0,,,,,,,,,,11.0,2
1057810023468-alkor-teknolodzhiz,"""АЛКОР ТЕКНОЛОДЖИЗ""",Санкт-Петербург,2005-01-25,62200000.0,4400000.0,10000.0,7804310083.0,4.0,0.0,762000.0,0.0,0.0,1.0,,,,,,,11.0,2
1167154078860-npp-ehpr,"""НПП ""ЭПР""",Тула,2016-11-02,36500000.0,10500000.0,100000.0,7104073430.0,1.0,0.0,3100000.0,0.0,0.0,4.0,,,,,,,11.0,2
1197746445258-integral,"""ИНТЕГРАЛ""",Москва,2019-07-15,60700000.0,576000.0,10000.0,7722477170.0,,,,,,,2.0,0.0,,,,,11.0,2
1200200029556-testmashiny,"""ТЕСТМАШИНЫ""",Москва,2020-06-01,30200000.0,1300000.0,200000.0,264078433.0,,,,,,,1.0,0.0,,,,,11.0,2
1217100000633-tekhno-m,"""ТЕХНО-М""",Тула,2021-01-27,49900000.0,3600000.0,10000.0,7100000656.0,,,,0.0,0.0,1.0,,,,,,,11.0,2
1236600038553-shtorm-sensor,"""ШТОРМ-СЕНСОР""",Екатеринбург,2023-06-22,37200000.0,1600000.0,30000.0,6686152894.0,,,,,,,1.0,2.0,,,,,11.0,2
1057747668582,"""ДЖАВАД ДЖИ ЭН ЭС ЭС""",Москва,2005-08-02,7800000.0,-1300000.0,235000.0,7714611343.0,20.0,0.0,23500000.0,0.0,0.0,1.0,1.0,0.0,,,,,8.0,2
1200200015003-uts-as,"""УТС-АС""",Благовещенск,2020-03-03,35100000.0,1600000.0,10000.0,269040659.0,,,,,,,,,,,,,11.0,2
5087746158880-meridian,"""МЕРИДИАН""",Москва,2008-09-29,1200000.0,478000.0,12500.0,7734592378.0,,,,,,,2.0,1.0,,1.0,,,11.0,2
1025900762799-npp-intromag,"""НПП ИНТРОМАГ""",Пермь,1992-01-21,62000000.0,8199999.999999999,10000.0,5903020720.0,8.0,0.0,4300000.0,,,,,,,1.0,,,11.0,2
1026300782837-npp-gimalai,"НПП ""ГИМАЛАИ""",Самара,1999-04-26,44000000.0,89000.0,,6312023678.0,7.0,0.0,7500000.0,,,,2.0,0.0,,,,,11.0,2
1122130000464-npp-maks21,"НПП ""МАКС21""",Чебоксары,2012-01-23,65900000.00000001,1600000.0,10000.0,,,,,,,,,,,,,,,2
1217700471680-soyuzatompribor,"""СОЮЗАТОМПРИБОР""",Москва,2021-10-06,66200000.0,4000000.0,100000.0,9709074954.0,,,,,,,,,,,,,11.0,2
1027739362815-atis-balans,"""АТИС-БАЛАНС""",Москва,1999-08-10,24100000.0,11800000.0,10100.0,7712007376.0,5.0,0.0,2100000.0,,,,,,,,,,11.0,2
1027807992266-lyumehks-avtohimkontrol,"""ЛЮМЭКС-АВТОХИМКОНТРОЛЬ""",Санкт-Петербург,2002-11-21,31700000.0,532000.0,10000.0,7816214715.0,2.0,0.0,805900.0,,,,,,,,,,11.0,2
1137847500449-megatonn,"""МЕГАТОНН""",Санкт-Петербург,2013-12-24,61000000.0,3100000.0,10000.0,7805639498.0,3.0,0.0,2700000.0,,,,,,,,,,11.0,2
1025002691702-detaling,"""ДЕТАЛИНГ""",Подольск,1999-08-26,59000000.0,8400000.0,15000.0,5074017343.0,,,,0.0,0.0,1.0,1.0,0.0,,1.0,,,11.0,2
1025404362213-sibagrotekhnopark,"""СИБАГРОТЕХНОПАРК""",,1992-02-28,24600000.0,-12100000.0,17000.0,5433105563.0,2.0,0.0,68900000.0,2.0,1.0,0.0,3.0,13.0,,,,,11.0,2
1157847282702-iskrolayn-prom-grupp-rus,"""ИСКРОЛАЙН ПРОМ ГРУПП РУС""",Санкт-Петербург,2015-08-18,58200000.0,7900000.0,10000.0,7816280355.0,14.0,0.0,23100000.0,,,,1.0,0.0,,2.0,,,11.0,2
1167746127372-rosen,"""РОСЕН""",Москва,2016-02-05,60500000.0,13800000.0,100000.0,7743138562.0,22.0,0.0,24500000.0,,,,,,,,,,11.0,2
1176196011474-l-modern,"""Л-МОДЕРН""",Новочеркасск,2017-03-13,44900000.0,8000000.0,20000.0,6150094440.0,,,,,,,,,,,,,11.0,2
1237700662980-tpu,"""ТПУ""",Москва,2023-10-05,38000000.0,744000.0,10000.0,9704222944.0,,,,,,,,,,,,,11.0,2
1035403191614-npp-biomer,"НПП ""БИОМЕР""",,1997-01-22,50700000.0,729000.0,10000.0,5407182473.0,11.0,0.0,1900000.0,0.0,0.0,2.0,1.0,2.0,,,,,11.0,2
1146027001020-po-pskov-ehkologiya,"""ПО ПСКОВ ЭКОЛОГИЯ""",Псков,2014-02-21,35500000.0,310000.0,60000.0,6027154513.0,20.0,0.0,76500000.0,,,,,,,3.0,,,11.0,2
1177746312721-prizma,"""ПРИЗМА""",Москва,2017-03-29,63100000.0,8700000.0,10000.0,9715297941.0,,,,,,,,,,,,,11.0,2
1238600000143-bsl-lab,"""БСЛ-ЛАБ""",Нижневартовск,2023-01-13,49300000.0,37400000.0,10000.0,8603248341.0,,,,,,,,,,,,,11.0,2
1127847094627-metriks-evropa,"""МЕТРИКС ЕВРОПА""",Санкт-Петербург,2012-02-21,35100000.0,5400000.0,10000.0,7807367546.0,,,,,,,1.0,0.0,,,,,11.0,2
1027804909604-npk-rif,,Санкт-Петербург,1990-10-25,29200000.0,8400000.0,,7810337326.0,,,,,,,,,,,,,11.0,0
1066154100132-npo-asu-tp,"""НПО АСУ ТП""",Лобня,2006-08-18,14400000.0,26000.0,10000.0,6154104160.0,3.0,0.0,5300000.0,,,,4.0,3.0,,,,,11.0,2
1227700531101-mehmz,"""МЭМЗ""",Москва,2022-08-30,15400000.0,175000.0,100000.0,9723166149.0,,,,,,,,,,,,,11.0,2
1026401999403-s-tap,"""С-ТАП""",,1999-04-29,49800000.0,6300000.0,235000.0,6449001120.0,,,,0.0,0.0,1.0,,,,,,,11.0,2
1026600632728-rovero,"""РОВЕРО""",Богданович,1992-04-29,26200000.0,553000.0,10000.0,6603003370.0,,,,0.0,0.0,7.0,1.0,0.0,,,,,11.0,2
1227700848066-rusuroven,"""РУСУРОВЕНЬ""",Москва,2022-12-09,,-4000.0,10000.0,9726030770.0,,,,,,,,,,,,,11.0,2
1024400527480-gals-plyus,"""ГАЛС ПЛЮС""",Кострома,2000-06-21,60200000.0,14800000.0,10000.0,4401019140.0,6.0,0.0,13000000.0,0.0,0.0,2.0,1.0,0.0,,1.0,,,11.0,2
1026600728770-uzkhr,"""УЗХР""",Верхняя Пышма,1996-04-09,40200000.0,-3000000.0,,6606000754.0,20.0,0.0,37800000.0,7.0,2.0,4.0,21.0,5.0,,1.0,,,11.0,1
1026604954023,"""УПЗ"", АО ""УРАЛЬСКИЙ ПРИБОРОСТРОИТЕЛЬНЫЙ ЗАВОД""",,1994-08-26,,,235000.0,6660000400.0,3369.0,24800000000.0,934500000.0,36.0,24.0,32.0,87.0,121.0,11.0,2.0,,,6.0,1
1095254000600-gk-binar-ko,"""ГК БИНАР КО""",Саров,2009-05-22,,,170000.0,5254481868.0,,,,,,,0.0,3.0,,,,,11.0,2
1196234009157-alfamatik,"""АЛЬФАМАТИК""",Рязань,2019-06-21,31600000.0,1300000.0,50000.0,6234184770.0,6.0,0.0,37400000.0,,,,0.0,1.0,,,,,11.0,2
1236600050741-sirtal,"""СИРТАЛ""",Екатеринбург,2023-08-17,21800000.0,954000.0,100000.0,6678132140.0,,,,,,,,,,,,,11.0,2
1247400030624-sistemy-tau,"""СИСТЕМЫ ТАУ""",Челябинск,2024-10-29,,,235000.0,7453362040.0,,,,,,,,,,,,,11.0,2
1025700847985-ehlektromekhanika,"""ЭЛЕКТРОМЕХАНИКА""",,2000-05-24,37200000.0,12700000.0,10000.0,5754000146.0,,,,1.0,0.0,1.0,,,1.0,,,,11.0,2
1137746058867-nd,"""НД""",Москва,2013-01-29,38700000.0,1000000.0,10000.0,7710931367.0,,,,,,,0.0,1.0,,,,,11.0,2
1022301597812-zip-yurimov,"""ЗИП ""ЮРИМОВ""",Краснодар,2000-12-22,44800000.0,769000.0,17200.0,2310064752.0,10.0,0.0,2100000.0,0.0,0.0,1.0,,,,,,,11.0,2
1117746396162-vibrotest,"""ВИБРОТЕСТ""",Москва,2011-05-20,25400000.0,2100000.0,10000.0,7704782893.0,15.0,0.0,12800000.0,,,,,,,,,,11.0,2
1144212000338-stl-mera,"СТЛ ""МЕРА""",Ленинск-Кузнецкий,2014-03-26,40800000.0,9600000.0,10000.0,4212036447.0,,,,0.0,0.0,1.0,1.0,0.0,,,,,11.0,2
1176952019705-tverc,"""ТВЕРЦ""",Тверь,2017-11-17,125000.0,5400000.0,10000.0,6950213400.0,,,,,,,,,,1.0,,,11.0,2
1237800036605-spectekhnika,"""СПЕЦТЕХНИКА""",Санкт-Петербург,2023-03-29,26700000.0,4300000.0,235000.0,7807263586.0,,,,0.0,0.0,1.0,0.0,3.0,,,,,11.0,2
1105262010688-klimat-kontrol-nn,"""КЛИМАТ-КОНТРОЛЬ НН""",Нижний Новгород,2010-11-29,38200000.0,1800000.0,10000.0,5262258510.0,,,,,,,0.0,1.0,,,,,11.0,2
1135262010850-ask-inzhiniring,"""АСК ИНЖИНИРИНГ""",Нижний Новгород,2013-12-12,,-4300000.0,235000.0,5262295047.0,77.0,0.0,8199999999.999999,2.0,1.0,4.0,2.0,1.0,4.0,,,,11.0,2
1157746393452-npo-teplovizor,"""НПО ""ТЕПЛОВИЗОР""",Москва,2015-04-27,8500000.0,986000.0,10000.0,7721302674.0,4.0,0.0,3300000.0,0.0,0.0,2.0,,,,,,,11.0,2
1026900566000-npo-usp,"НПО ""УСП""",Тверь,1997-06-23,46400000.0,15000000.0,10000.0,6903022510.0,,,,0.0,0.0,1.0,,,,1.0,,,11.0,2
1236100018692-okb-armtekh,"""ОКБ ""АРМТЕХ""",Таганрог,2023-07-17,35200000.0,25600000.0,10000.0,6154165370.0,,,,,,,,,,,,,11.0,2
1023201291013-fintehks-klassik,"""ФИНТЭКС-КЛАССИК""",Брянск,1998-12-08,45000000.0,4400000.0,15200.0,3235008420.0,,,,,,,1.0,0.0,,,,,11.0,2
1037716021364-intekh-vnedrenie,"""ИНТЕХ-ВНЕДРЕНИЕ""",Москва,2003-07-16,,-180000.0,10000.0,7716233778.0,,,,,,,0.0,3.0,,,,,11.0,2
1085473012536-itc-kontur,"ИТЦ ""КОНТУР""",Новосибирск,2008-09-01,40000000.0,20000000.0,100000.0,5408265436.0,22.0,0.0,21200000.0,,,,,,,,,,11.0,2
1197746010461-svch-modulnye-tekhnologii,"""СВЧ МОДУЛЬНЫЕ ТЕХНОЛОГИИ""",Москва,2019-01-16,5200000.0,32000.0,10000.0,7722470791.0,2.0,0.0,3600000.0,,,,,,,,,,10.0,2
1026604972118-npc-ultrazvukovye-tekhnologii,"НПЦ ""УЛЬТРАЗВУКОВЫЕ ТЕХНОЛОГИИ""",Екатеринбург,2001-05-21,39700000.0,5100000.0,,6660157094.0,2.0,0.0,2300000.0,,,,,,,,,,11.0,2
1175050005503-npf-ugf,"""НПФ УГФ""",Фрязино,2017-06-08,43900000.0,43900000.0,10000.0,5050132516.0,,,,,,,,,,,,,11.0,2
1167847321399-optotekhnika,"""ОПТОТЕХНИКА""",Санкт-Петербург,2016-08-09,13300000.0,2100000.0,10000.0,7804573950.0,6.0,0.0,3500000.0,0.0,0.0,1.0,2.0,0.0,,,,,11.0,2
5167746223123-firgo,"""ФИРГО""",Москва,2016-10-18,29200000.0,213000.0,30000.0,7733303802.0,,,,,,,0.0,1.0,,,,,11.0,2
1021607552450-zavod-aso,"""ЗАВОД АСО""",Чистополь,2001-01-09,37000000.0,79000.0,,1652001217.0,1.0,0.0,1700000.0,9.0,6.0,11.0,0.0,1.0,1.0,,,,11.0,1
1027800561030-npk-promehlektronika,"""НПК ""ПРОМЭЛЕКТРОНИКА""",Санкт-Петербург,1993-07-28,13700000.0,11000.0,15000.0,7801019180.0,8.0,0.0,7500000.0,0.0,0.0,2.0,1.0,7.0,4.0,1.0,,,11.0,1
1065407150907-ntc-gi,НТЦ ГИ,Новосибирск,2006-12-14,30800000.0,3100000.0,20000.0,5407025495.0,20.0,0.0,216300000.0,0.0,0.0,1.0,5.0,0.0,,,,,11.0,2
1157847191171-ehnergospecpribor,"""ЭНЕРГОСПЕЦПРИБОР""",Санкт-Петербург,2015-06-01,27800000.0,-6600000.0,10000.0,7813222891.0,,,,,,,,,,,,,11.0,2
1186733003005-gamayun-sm,"""ГАМАЮН-СМ""",Смоленск,2018-02-16,55500000.0,5500000.0,10000.0,6732158780.0,,,,,,,,,,,,,11.0,2
1022601933254-promtekhstroy,"""ПРОМТЕХСТРОЙ""",Ставрополь,1998-01-05,2600000.0,-12000.0,235000.0,2635040970.0,,,,2.0,0.0,1.0,3.0,8.0,,,,,11.0,0
1027700192321-mikrosensornaya-tekhnika,"""МИКРОСЕНСОРНАЯ ТЕХНИКА""",Москва,2002-04-08,16800000.0,-2900000.0,10000.0,7729414796.0,6.0,0.0,1600000.0,,,,0.0,1.0,,,,,11.0,2
1120264002022-alton,"""АЛТОН""",Нефтекамск,2012-11-20,27100000.0,1900000.0,10000.0,264064889.0,,,,,,,2.0,0.0,,,,,11.0,2
1157453000396-dzhey-si-tekhno,"""ДЖЕЙ СИ-ТЕХНО""",Челябинск,2015-01-20,41300000.0,1600000.0,21000.0,7453278085.0,,,,,,,,,,,,,11.0,2
1167746705235-saures,"""САУРЕС""",Москва,2016-07-26,45600000.0,1800000.0,100000.0,7727296410.0,,,,,,,,,,,,,11.0,2
1204600004663-priborkomplekt,"""ПРИБОРКОМПЛЕКТ""",Курск,2020-04-21,46600000.0,202000.0,20000.0,4632266725.0,,,,,,,3.0,4.0,,1.0,,,11.0,2
1241000000328-tekhnokip,"""ТЕХНОКИП""",Петрозаводск,2024-01-29,21200000.0,2200000.0,235000.0,1000013731.0,,,,,,,,,,,,,11.0,2
1021603641663-ehka,"""ЭКА""",Казань,2000-01-20,2800000.0,-2800000.0,235000.0,1660024610.0,,,,,,,,,,,,,11.0,1
1024840826724-npp-standart,"НПП "" СТАНДАРТ """,Липецк,1993-03-02,24200000.0,1100000.0,,4826002143.0,47.0,0.0,123900000.0,0.0,0.0,1.0,2.0,0.0,,,,,11.0,2
1165050054751-npo-ehnergodiagnostika,"""НПО ЭНЕРГОДИАГНОСТИКА""",,2016-09-14,36000000.0,4900000.0,235000.0,5050127675.0,4.0,0.0,11600000.0,,,,3.0,0.0,,,,,11.0,2
1217800106963-almaz-avtomatika,"""АЛМАЗ АВТОМАТИКА""",Санкт-Петербург,2021-07-09,49100000.0,-11800000.0,100000.0,7804684699.0,,,,,,,0.0,1.0,,,,,11.0,2
1245200008624-teodor-instruments,"""ТЕОДОР ИНСТРУМЕНТС""",Нижний Новгород,2024-03-27,41000000.0,4700000.0,20000.0,5262394880.0,,,,,,,,,,,,,11.0,2
1027802762041-petrolazer,"""ПЕТРОЛАЗЕР""",Санкт-Петербург,1997-02-11,48000000.0,1100000.0,30500.0,7805081816.0,201.0,0.0,35200000.0,,,,,,3.0,3.0,,,11.0,2
1036000308937-skb-vt,"""СКБ ВТ""",Псков,2003-02-28,24600000.0,-6600000.0,235000.0,6027075580.0,146.0,57900000.0,63900000.0,0.0,0.0,8.0,1.0,9.0,1.0,,,,11.0,1
1067746271207-afrizo,"""АФРИЗО""",Москва,2006-02-14,35400000.0,1900000.0,10000.0,7707576835.0,,,,,,,,,,,,,7.0,2
1125835001192-npf-stehk,"НПФ ""СТЭК""",Пенза,2012-03-21,27400000.0,750000.0,10000.0,5835095900.0,1.0,0.0,75000.0,0.0,0.0,2.0,,,,,,,11.0,2
1084025000872-pf-radikal,"ПФ ""РАДИКАЛЬ""",Обнинск,2008-02-12,30500000.0,3100000.0,10000.0,4025416336.0,,,,0.0,0.0,1.0,,,,,,,11.0,2
1167847242353-npc-lt,"""НПЦ ""ЛТ""",Санкт-Петербург,2016-06-01,41000000.0,2000000.0,10000.0,7839066020.0,47.0,0.0,25600000.0,,,,0.0,1.0,,,,,11.0,2
1027804201380-vesstroyproekt,"""ВЕССТРОЙПРОЕКТ""",Санкт-Петербург,2002-12-30,41900000.0,1600000.0,12000.0,7806136352.0,2.0,0.0,1300000.0,,,,,,,,,,11.0,2
1033700058886-its,"""ИТС""",Иваново,1999-11-09,21100000.0,1000000.0,50000.0,3728032638.0,2.0,0.0,2000000.0,,,,1.0,0.0,,,,,11.0,2
1177746647650-rg-asu-naladka,"""РГ-АСУ-НАЛАДКА""",Москва,2017-07-03,24400000.0,1500000.0,100000.0,7728374276.0,,,,0.0,0.0,2.0,2.0,15.0,,,,,11.0,2
1207700207956-mik,"""МИК""",Москва,2020-06-29,21700000.0,1000000.0,12000.0,9721100047.0,53.0,0.0,36300000.0,,,,0.0,1.0,,,,,11.0,2
1235000049085-ehlektronnoe-vooruzhenie,"""ЭЛЕКТРОННОЕ ВООРУЖЕНИЕ""",Мытищи,2023-04-18,45100000.0,56000.0,235000.0,5029276113.0,,,,,,,,,,,,,11.0,2
1100280033820-generaciya,"""ГЕНЕРАЦИЯ""",Уфа,2010-09-24,30500000.0,19400000.0,10100.0,276128255.0,1.0,0.0,35900.0,0.0,0.0,1.0,0.0,4.0,,,,,11.0,2
1157847168654-lomo-fotonika-plyus,"""ЛОМО ФОТОНИКА ПЛЮС""",Санкт-Петербург,2015-05-13,19700000.0,3800000.0,10000.0,7804219701.0,20.0,0.0,8600000.0,,,,,,,,,,11.0,2
1225800005420-sensor,"""СЕНСОР""",Пенза,2022-07-14,42000000.0,6600000.0,10000.0,5836898587.0,,,,,,,,,,,,,11.0,2
1026102228162-npp-intor,"НПП ""ИНТОР""",Новочеркасск,1993-12-24,33900000.0,-48000.0,60100.0,6150019234.0,49.0,0.0,54700000.0,,,,,,,,,,11.0,2
1207800094985-npk-nirmekh,"""НПК ""НИРМЕХ""",Санкт-Петербург,2020-08-03,42100000.0,9900000.0,100000.0,7804673070.0,,,,,,,0.0,1.0,,,,,11.0,2
1247700723104-gross,"""ГРОСС""",Москва,2024-11-05,18800000.0,1500000.0,10000.0,9723242569.0,,,,,,,,,,,,,11.0,2
1075190022412-morgeokompleks,"""МОРГЕОКОМПЛЕКС""",Мурманск,2007-11-12,18600000.0,5200000.0,10000.0,5190175157.0,2.0,0.0,14900000.0,,,,,,,,,,11.0,2
1157847197353-izmerkom,"""ИЗМЕРКОМ""",Санкт-Петербург,2015-06-04,23600000.0,1400000.0,10000.0,7802525943.0,,,,,,,0.0,1.0,,,,,11.0,2
1187456058624-poroshkovye-tekhnologii,"""ПОРОШКОВЫЕ ТЕХНОЛОГИИ""",Челябинск,2018-12-27,16800000.0,13100000.0,10000.0,7453325715.0,,,,,,,,,,1.0,,,11.0,2
5147746026643-npo-ka-tekhnologii,"""НПО ""КА-ТЕХНОЛОГИИ""",Москва,2014-09-03,,,50000.0,7702844657.0,1.0,0.0,19200000.0,,,,1.0,2.0,,,,,11.0,2
1027402326710-npo-pioner,"НПО ""ПИОНЕР""",Челябинск,1997-04-14,,,,7447037290.0,,,,,,,2.0,4.0,,,,,11.0,0
1187746330420-aksiom,"""АКСИОМ""",Москва,2018-03-23,17700000.0,-20600000.0,20000.0,9709028771.0,,,,0.0,0.0,1.0,3.0,0.0,,,,,11.0,2
1027700409197-refleks-layt,"""РЕФЛЕКС ЛАЙТ""",Москва,1998-11-17,36100000.0,1500000.0,12100.0,7735049020.0,2.0,0.0,5200000.0,,,,,,,,,,11.0,2
1225400002563-3s-sistems,"""3С-СИСТЕМС""",Новосибирск,2022-01-27,40800000.0,3600000.0,60000.0,,,,,,,,,,,,,,,2
1247700617339-oll-in-prom,"""ОЛЛ ИН ПРОМ""",Москва,2024-09-16,3500000.0,-20100000.0,235000.0,9709115921.0,,,,,,,,,,,,,11.0,2
5077746677850-metronik,"""МЕТРОНИК""",Москва,2007-04-18,5100000.0,39000.0,10000.0,7724616446.0,3.0,0.0,984000.0,,,,0.0,5.0,,2.0,,,11.0,2
1036168003013-npk-as,"НПК ""АС""",Ростов-На-Дону,1989-01-25,39200000.0,3400000.0,200000.0,6168015248.0,1.0,0.0,161000.0,0.0,0.0,3.0,2.0,1.0,,,,,11.0,2
1197456005163-pkf-inkon,"ПКФ ""ИНКОН""",Челябинск,2019-02-01,22600000.0,636000.0,10000.0,7448215770.0,6.0,0.0,3800000.0,,,,5.0,9.0,,1.0,,,11.0,2
5147746464179-firma-bmk-invest,"ФИРМА ""БМК-ИНВЕСТ""",Москва,2014-12-06,44700000.0,34200000.0,10000.0,7710973857.0,9.0,0.0,570400.0,,,,,,,,,,11.0,2
1027739342190-npc-ehls-94,"НПЦ ""ЭЛС-94""",Москва,1999-09-30,45800000.0,187000.0,235000.0,,,,,,,,,,,,,,,2
1099847008030-mitmet,"""МИТМЕТ""",Санкт-Петербург,2009-12-01,44000000.0,5400000.0,145000.0,7814453806.0,9.0,0.0,32200000.000000004,,,,0.0,6.0,,,,,11.0,2
1177746552895-evro-signal-tekhnolodzhi,"""ЕВРО-СИГНАЛ ТЕХНОЛОДЖИ""",Москва,2017-06-05,,-3000000.0,10000.0,9709002702.0,1.0,0.0,62400000.0,,,,0.0,3.0,,,,,11.0,2
1247400033429-metran-progress,"""МЕТРАН ПРОГРЕСС""",Челябинск,2024-11-27,,,235000.0,7453362393.0,,,,,,,,,,,,,11.0,2
1105044002832-itc-kontros,"ИТЦ ""КОНТРОС""",Солнечногорск,2010-08-13,41600000.0,568000.0,10000.0,5044075500.0,2.0,0.0,350600.0,0.0,0.0,1.0,,,,2.0,,,11.0,2
1117746434189-aka-skan,"""АКА-СКАН""",Москва,2011-06-02,7900000.0,-829000.0,50000.0,7729683855.0,3.0,0.0,1800000.0,,,,5.0,2.0,,6.0,,,11.0,2
1177746354169-kipehnergo,"""КИПЭНЕРГО""",Москва,2017-04-07,15600000.0,-8199999.999999999,235000.0,9705093804.0,4.0,0.0,41500000.0,,,,1.0,1.0,,,,,11.0,2
1175835008964-npp-ehnergotekhnika,"""НПП ""ЭНЕРГОТЕХНИКА""",Пенза,2017-06-02,54900000.0,1300000.0,10000.0,5836682563.0,,,,0.0,0.0,1.0,,,,,,,11.0,2
1057747716146-ntc-ehnergodiagnostika,"НТЦ ""ЭНЕРГОДИАГНОСТИКА""",Москва,2005-08-08,17700000.0,1100000.0,50000.0,7719562001.0,3.0,0.0,1200000.0,,,,,,,,,,11.0,2
1077847340911-impuls,"""ИМПУЛЬС""",Санкт-Петербург,2007-04-25,46700000.0,3000000.0,100000.0,7802389514.0,132.0,0.0,23900000.0,,,,0.0,1.0,,,,,11.0,2
1127154005770-dial,"""ДИАЛ""",Тула,2012-02-29,21300000.0,3600000.0,10000.0,7105515063.0,,,,,,,1.0,0.0,,,,,11.0,2
1146319011046-sfera-avtomatiki,"""СФЕРА АВТОМАТИКИ""",Самара,2014-11-13,29100000.0,139000.0,10000.0,6319187403.0,9.0,0.0,15500000.0,0.0,0.0,1.0,,,,,,,11.0,2
